time,ne
18.383333333333333,3088
18.4,3097
18.416666666666664,3110
18.433333333333334,3124
18.45,3128
18.466666666666665,3132
18.48333333333333,3141
18.5,3150
18.516666666666666,3168
18.53333333333333,3175
18.549999999999997,3181
18.566666666666666,3197
18.583333333333332,3208
18.599999999999998,3216
18.616666666666667,3222
18.633333333333333,3223
18.65,3230
18.666666666666664,3240
18.683333333333334,3249
18.7,3257
18.716666666666665,3267
18.73333333333333,3285
18.75,3294
18.766666666666666,3303
18.78333333333333,3311
18.799999999999997,3325
18.816666666666666,3335
18.833333333333332,3342
18.849999999999998,3352
18.866666666666667,3360
18.883333333333333,3369
18.9,3378
18.916666666666664,3385
18.933333333333334,3393
18.95,3399
18.966666666666665,3405
18.98333333333333,3416
19.0,3425
19.016666666666666,3433
19.03333333333333,3442
19.049999999999997,3451
19.066666666666666,3457
19.083333333333332,3465
19.099999999999998,3473
19.116666666666667,3479
19.133333333333333,3490
19.15,3494
19.166666666666664,3505
19.183333333333334,3514
19.2,3528
19.216666666666665,3534
19.23333333333333,3538
19.25,3544
19.266666666666666,3550
19.28333333333333,3562
19.299999999999997,3568
19.316666666666666,3581
19.333333333333332,3588
19.349999999999998,3594
19.366666666666667,3601
19.383333333333333,3612
19.4,3618
19.416666666666664,3628
19.433333333333334,3636
19.45,3646
19.466666666666665,3656
19.48333333333333,3665
19.5,3671
19.516666666666666,3680
19.53333333333333,3687
19.549999999999997,3694
19.566666666666666,3703
19.583333333333332,3711
19.599999999999998,3720
19.616666666666667,3727
19.633333333333333,3734
19.65,3744
19.666666666666664,3750
19.683333333333334,3755
19.7,3762
19.716666666666665,3772
19.73333333333333,3780
19.75,3784
19.766666666666666,3791
19.78333333333333,3796
19.799999999999997,3808
19.816666666666666,3815
19.833333333333332,3825
19.849999999999998,3837
19.866666666666667,3840
19.883333333333333,3847
19.9,3852
19.916666666666664,3859
19.933333333333334,3870
19.95,3882
19.966666666666665,3892
19.98333333333333,3900
20.0,3904
20.016666666666666,3912
20.03333333333333,3919
20.049999999999997,3923
20.066666666666666,3928
20.083333333333332,3930
20.099999999999998,3939
20.116666666666667,3943
20.133333333333333,3948
20.15,3954
20.166666666666664,3961
20.183333333333334,3970
20.2,3978
20.216666666666665,3985
20.23333333333333,3995
20.25,4003
20.266666666666666,4011
20.28333333333333,4015
20.299999999999997,4021
20.316666666666666,4032
20.333333333333332,4048
20.349999999999998,4053
20.366666666666667,4064
20.383333333333333,4070
20.4,4074
20.416666666666664,4078
20.433333333333334,4087
20.45,4093
20.466666666666665,4096
20.48333333333333,4102
20.5,4109
20.516666666666666,4113
20.53333333333333,4122
20.549999999999997,4129
20.566666666666666,4136
20.583333333333332,4142
20.599999999999998,4150
20.616666666666667,4157
20.633333333333333,4165
20.65,4172
20.666666666666664,4181
20.683333333333334,4185
20.7,4191
20.716666666666665,4196
20.73333333333333,4200
20.75,4208
20.766666666666666,4215
20.78333333333333,4225
20.799999999999997,4227
20.816666666666666,4233
20.833333333333332,4238
20.849999999999998,4245
20.866666666666667,4251
20.883333333333333,4257
20.9,4264
20.916666666666664,4269
20.933333333333334,4271
20.95,4273
20.966666666666665,4267
20.98333333333333,4273
21.0,4281
21.016666666666666,4285
21.03333333333333,4285
21.049999999999997,4284
21.066666666666666,4284
21.083333333333332,4282
21.099999999999998,4282
21.116666666666667,4284
21.133333333333333,4288
21.15,4297
21.166666666666664,4297
21.183333333333334,4296
21.2,4292
21.216666666666665,4296
21.23333333333333,4300
21.25,4305
21.266666666666666,4305
21.28333333333333,4304
21.299999999999997,4305
21.316666666666666,4305
21.333333333333332,4306
21.349999999999998,4305
21.366666666666667,4302
21.383333333333333,4302
21.4,4298
21.416666666666664,4301
21.433333333333334,4301
21.45,4299
21.466666666666665,4303
21.48333333333333,4297
21.5,4294
21.516666666666666,4289
21.53333333333333,4290
21.549999999999997,4291
21.566666666666666,4288
21.583333333333332,4284
21.599999999999998,4278
21.616666666666667,4274
21.633333333333333,4268
21.65,4260
21.666666666666664,4255
21.683333333333334,4250
21.7,4241
21.716666666666665,4233
21.73333333333333,4229
21.75,4231
21.766666666666666,4234
21.78333333333333,4229
21.799999999999997,4227
21.816666666666666,4224
21.833333333333332,4214
21.849999999999998,4207
21.866666666666667,4196
21.883333333333333,4193
21.9,4183
21.916666666666664,4176
21.933333333333334,4168
21.95,4164
21.966666666666665,4156
21.98333333333333,4145
22.0,4134
22.016666666666666,4123
22.03333333333333,4110
22.049999999999997,4103
22.066666666666666,4095
22.083333333333332,4084
22.099999999999998,4084
22.116666666666667,4076
22.133333333333333,4065
22.15,4048
22.166666666666664,4034
22.183333333333334,4015
22.2,4012
22.216666666666665,3996
22.23333333333333,3987
22.25,3970
22.266666666666666,3952
22.28333333333333,3934
22.299999999999997,3928
22.316666666666666,3911
22.333333333333332,3906
22.349999999999998,3889
22.366666666666667,3882
22.383333333333333,3865
22.4,3864
22.416666666666664,3850
22.433333333333334,3837
22.45,3823
22.466666666666665,3799
22.48333333333333,3792
